Year,Species,Site,Eurosta,type,Full,Plant #,stem.height,stem.width,stem.pub.length,stem.pub.dens,leaf.area,N.teeth,leaf.serration,leaf.dent.depth,leaf.pub.dens,region,region2,number,Changed
2013,R,ME09,una,rugU,T,2013rug0906U2,87.5,2.55,4.9375,84.28571429,1083.3,10,7.246376812,4.92,12,ME-west,ME,9,
2013,R,ME09,a,rugG,T,2013rug0907G,106.5,4.29,4.6875,77.14285714,1905.3,18,10.34482759,5.26,21,ME-west,ME,9,
2013,R,ME09,una,rugU,T,2013rug0907U1,111,4.04,4.5625,84.28571429,2401.2,11,5.97826087,5.32,12,ME-west,ME,9,
2013,R,ME09,una,rugU,T,2013rug0907U2,61.5,2.87,4,114.2857143,945.5,15,12.29508197,4.48,31,ME-west,ME,9,
2013,R,ME09,a,rugG,T,2013rug0908G,108,3.18,4.5625,80,1983.4,14,7.446808511,5.26,19,ME-west,ME,9,
2013,R,ME09,una,rugU,T,2013rug0908U1,97.2,2.37,5.4375,55.71428571,1983.4,16,8.510638298,5.92,13,ME-west,ME,9,
2013,R,ME09,una,rugU,T,2013rug0908U2,74.7,2.14,4.5,82.85714286,838.4,12,9.375,3.78,11,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U1,113.5,3.12,0.9375,100,568.8,5,3.472222222,1.4,20,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U2,96.1,4.22,1.25,115.7142857,773.5,7,4.117647059,2.36,0,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U3,89.8,3.63,1.1875,127.1428571,677.6,5,3.246753247,2.64,3,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U4,92.7,3.4,1.125,132.8571429,790.5,7,4.117647059,2.56,34,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U5,123.4,3.22,1,211.4285714,999.1,11,5.339805825,2.52,0,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U6,91.7,2.4,1.0625,204.2857143,608,7,4.605263158,2.12,23,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U7,106.5,2.92,1.375,252.8571429,1041.6,8,4.301075269,2.5,0,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U8,105.3,2.98,1.0625,111.4285714,999.1,2,1.030927835,1.6,20,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U9,113.9,2.7,1.3125,157.1428571,896.1,7,4.022988506,1.36,1,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U10,142.1,3.89,1.125,198.5714286,1280,6,3,2.1,0,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U11,89.2,2.63,0.8125,91.42857143,803.6,7,4.268292683,2.18,0,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U12,77.7,1.94,1.25,74.28571429,631.8,6,3.846153846,2.2,15,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U13,93.1,3.13,1.1875,135.7142857,530.7,3,2.459016393,2.5,12,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U14,133,3.52,2,160,813.4,6,3.614457831,3.22,30,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U15,121.1,3.05,1.125,221.4285714,523.6,7,5.147058824,1.96,29,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U16,70.5,2.65,0.875,145.7142857,656.5,5,3.846153846,6.8,46,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U17,107.2,2.28,1.3125,112.8571429,445.3,7,4.794520548,2.4,31,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U18,88.1,3.17,1.25,207.1428571,790.5,10,5.882352941,2,24,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U19,128.7,3.64,1.125,254.2857143,956.8,5,2.717391304,3.1,45,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U20,124,3.74,1.1875,157.1428571,652.8,6,2.941176471,1.86,15,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U21,119.8,3.19,1.3125,217.1428571,712,9,5.625,2.5,28,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U22,124,3.92,1.125,92.85714286,558.9,8,5.797101449,1.92,18,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U23,133.9,4.59,0.875,64.28571429,1203.6,6,2.941176471,3.16,5,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U24,131.5,4.76,1.125,65.71428571,1225.5,5,2.631578947,2.42,12,ME-west,ME,9,
2013,A,ME09,una,altU,T,2013alt09U25,118.7,4.27,1.5,185.7142857,1097.6,13,6.632653061,2.84,41,ME-west,ME,9,
2013,R,ME10,a,rugG,T,2013rug1001G,60.6,2.07,5.1875,38.57142857,1804,14,7.954545455,7.2,19,ME-west,ME,10,
2013,R,ME10,una,rugU,T,2013rug1001U1,95.5,3.13,4.9375,61.42857143,1440,17,10.625,5.94,30,ME-west,ME,10,
2013,R,ME10,una,rugU,T,2013rug1001U2,97.5,2.63,4.1875,77.14285714,1804.8,12,6.382978723,8.3,24,ME-west,ME,10,
2013,R,ME10,a,rugG,T,2013rug1002G,93.8,2.76,5.5625,88.57142857,3070.2,15,7.352941176,6.46,9,ME-west,ME,10,
2013,R,ME10,una,rugU,T,2013rug1002U1,85.1,2,7.4375,45.71428571,1806,14,8.139534884,4.44,8,ME-west,ME,10,
2013,R,ME10,una,rugU,T,2013rug1002U2,61.8,1.79,5.25,42.85714286,1644.3,15,9.259259259,2.72,13,ME-west,ME,10,
2013,R,ME10,a,rugG,T,2013rug1003G,110,3.44,5.8125,45.71428571,2297.1,14,7.52688172,5.28,11,ME-west,ME,10,
2013,R,ME10,una,rugU,T,2013rug1003U1,68.2,3.33,6.375,52.85714286,1935,13,7.222222222,5.7,8,ME-west,ME,10,
2013,R,ME10,una,rugU,T,2013rug1003U2,72.6,2.16,5.25,52.85714286,1440,13,8.125,3.58,16,ME-west,ME,10,
2013,R,ME10,a,rugG,T,2013rug1004G,97,2.8,4.6875,60,1969.4,10,5.813953488,8.34,7,ME-west,ME,10,
2013,R,ME10,una,rugU,T,2013rug1004U2,90.8,2.24,4,44.28571429,1520,11,7.236842105,6.56,5,ME-west,ME,10,
2013,R,ME10,a,rugG,T,2013rug1005G,102,3.9,4.875,45.71428571,2719.2,15,7.281553398,6.74,12,ME-west,ME,10,
2013,R,ME10,una,rugU,T,2013rug1005U1,113.2,3.94,5.375,45.71428571,3773.4,10,4.385964912,10.22,14,ME-west,ME,10,
2013,R,ME10,una,rugU,T,2013rug1005U2,106,2.97,5.125,61.42857143,1355.2,13,7.386363636,7.44,14,ME-west,ME,10,
2013,A,ME10,una,altU,T,2013alt10U1,140.6,3.87,0.9375,108.5714286,936,7,4.375,1.74,0,ME-west,ME,10,
2013,A,ME10,una,altU,T,2013alt10U2,147.5,4.66,1,74.28571429,1519.4,9,4.205607477,3.18,5,ME-west,ME,10,
2013,A,ME10,una,altU,T,2013alt10U3,138.8,4.26,0.875,28.57142857,1581,9,4.411764706,1.18,1,ME-west,ME,10,
2013,A,ME10,una,altU,T,2013alt10U4,137.3,4.64,0.8125,21.42857143,1466.4,12,6.382978723,2.18,0,ME-west,ME,10,
2013,A,ME10,una,altU,T,2013alt10U5,143.4,4.22,1,164.2857143,1771.2,9,4.166666667,3.44,2,ME-west,ME,10,
2013,A,ME10,una,altU,T,2013alt10U6,132.8,3.56,1.0625,108.5714286,1267.2,8,4.166666667,1.6,2,ME-west,ME,10,
2013,A,ME10,una,altU,T,2013alt10U7,112.7,4.04,1.1875,137.1428571,1399.2,1,0.471698113,2.06,3,ME-west,ME,10,
2013,R,NY11,a,rugG,T,2013rug1101G,82.2,3.6,4.875,61.42857143,1078,7,6.363636364,3.92,6,NY,NY,11,
2013,R,NY11,una,rugU,T,2013rug1101U1,72.1,1.77,3.875,64.28571429,1664.4,7,4.794520548,5.78,12,NY,NY,11,
2013,R,NY11,una,rugU,T,2013rug1101U2,57.9,1.79,4.625,84.28571429,1379,6,4.285714286,3.66,12,NY,NY,11,
2013,R,NY11,a,rugG,T,2013rug1102G,72.2,2.5,5.1875,94.28571429,1648.2,11,6.707317073,5.04,7,NY,NY,11,
2013,R,NY11,una,rugU,T,2013rug1102U1,74.9,1.9,4.625,102.8571429,998.4,9,7.03125,3.38,20,NY,NY,11,
2013,R,NY11,una,rugU,T,2013rug1102U2,78.1,1.81,4.5,71.42857143,1214.1,13,9.154929577,3.7,18,NY,NY,11,
2013,R,NY11,a,rugG,T,2013rug1103G,100.1,2.94,5.25,75.71428571,1945.8,16,8.510638298,4.94,26,NY,NY,11,
2013,R,NY11,una,rugU,T,2013rug1103U1,71.5,2.05,4.25,72.85714286,774,10,8.333333333,5.26,40,NY,NY,11,
2013,R,NY11,una,rugU,T,2013rug1103U2,65.1,1.63,4.25,90,962.8,14,29.31034483,4.24,11,NY,NY,11,
2013,R,NY11,a,rugG,T,2013rug1104G,63,1.85,2.25,52.85714286,1104,12,10,5.56,15,NY,NY,11,
2013,R,NY11,una,rugU,T,2013rug1104U1,62.5,1.99,3.6875,42.85714286,1319.9,9,6.71641791,5.24,23,NY,NY,11,
2013,R,NY11,una,rugU,T,2013rug1104U2,90.5,2.25,3.375,88.57142857,980.2,10,8.620689655,3.9,24,NY,NY,11,
2013,R,NY11,a,rugG,T,2013rug1105G,83.1,2.23,3.25,74.28571429,1784.8,8,4.347826087,6.44,8,NY,NY,11,
2013,R,NY11,una,rugU,T,2013rug1105U1,100,3.58,6.5,80,3026.4,12,5.769230769,7.36,9,NY,NY,11,
2013,R,NY11,una,rugU,T,2013rug1105U2,53.1,1.47,4.3125,30,1000.8,7,4.861111111,3.44,12,NY,NY,11,
2013,R,NY11,a,rugG,T,2013rug1106G,93.4,2.08,3.25,77.14285714,1801.8,15,9.74025974,8.86,15,NY,NY,11,
2013,R,NY11,una,rugU,T,2013rug1106U1,80.1,2.11,2.625,75.71428571,1261,11,8.461538462,4.98,18,NY,NY,11,
2013,R,NY11,una,rugU,T,2013rug1106U2,68.4,1.5,2.5625,42.85714286,1068.8,10,7.8125,5.28,14,NY,NY,11,
2013,R,NY11,a,rugG,T,2013rug1107G,98,2.7,5.1875,87.14285714,1472.6,14,9.459459459,4.7,12,NY,NY,11,
2013,R,NY11,una,rugU,T,2013rug1107U1,83.5,1.98,3.5,75.71428571,954,11,9.166666667,4.82,32,NY,NY,11,
2013,R,NY11,una,rugU,T,2013rug1107U2,70.4,2.39,4.3125,64.28571429,1360.8,12,8.333333333,4.34,17,NY,NY,11,
2013,R,NY11,a,rugG,T,2013rug1108G,61,2.1,3.375,95.71428571,864,14,12.96296296,3.48,18,NY,NY,11,
2013,R,NY11,una,rugU,T,2013rug1108U1,89,2.65,4.375,55.71428571,1017.6,12,9.375,3.36,20,NY,NY,11,
2013,R,NY11,una,rugU,T,2013rug1108U2,88.2,2.16,4.625,68.57142857,1251.2,11,8.088235294,5.28,12,NY,NY,11,
2013,A,NY11,a,altG,T,2013alt1101G,83.6,3.15,1.5,80,1220.4,4,1.851851852,1.55,89,NY,NY,11,
2013,A,NY11,una,altU,T,2013alt1101U1,119,2.66,1.25,150,741,7,4.487179487,1.2,108,NY,NY,11,
2013,A,NY11,una,altU,T,2013alt1101U2,121,3.71,1.625,175.7142857,1163.9,8,3.883495146,3.7,289,NY,NY,11,
2013,A,NY11,a,altG,T,2013alt1102G,120,3.99,1.0625,132.8571429,1610.4,12,4.918032787,2.3,140,NY,NY,11,
2013,A,NY11,una,altU,T,2013alt1102U1,88.3,2.25,0.8125,132.8571429,682.5,0,0,0,27,NY,NY,11,
2013,A,NY11,una,altU,T,2013alt1102U2,102.8,2.52,1.125,107.1428571,697.2,9,5.357142857,1.86,173,NY,NY,11,
2013,A,NY11,a,altG,T,2013alt1103G,160,5.57,1.4375,150,3113.3,12,3.680981595,4.36,64,NY,NY,11,
2013,A,NY11,una,,F,2013alt1103U1,68.7,,,,0,,,,0,NY,NY,11,
2013,A,NY11,una,altU,T,2013alt1103U2,116.8,5.16,1.5625,157.1428571,984,4,2.5,2.125,68,NY,NY,11,
2013,A,NY11,a,altG,T,2013alt1104G,154.5,5.12,1.625,240,1067,6,3.092783505,2.18,181,NY,NY,11,
2013,A,NY11,una,altU,T,2013alt1104U1,154.8,5.09,1.625,218.5714286,1427.8,8,3.389830508,3.72,125,NY,NY,11,
2013,A,NY11,una,altU,T,2013alt1104U2,139.5,5.13,1.3125,120,1398.6,8,3.603603604,2.78,99,NY,NY,11,
2013,A,NY11,a,altG,T,2013alt1105G,126.7,4.59,3,48.57142857,1939.7,7,2.941176471,2.88,89,NY,NY,11,
2013,A,NY11,una,altU,T,2013alt1105U1,101.8,3.42,1.8125,135.7142857,1601.6,7,3.365384615,5.24,132,NY,NY,11,
2013,A,NY11,una,altU,T,2013alt1105U2,112.1,5.8,2.0625,135.7142857,1166,9,4.090909091,2,213,NY,NY,11,
2013,A,NY11,a,altG,T,2013alt1106G,138,4.68,2.25,118.5714286,2739.8,9,3.383458647,8.9,142,NY,NY,11,
2013,A,NY11,una,altU,T,2013alt1106U1,141.2,5.2,1.125,94.28571429,1254.4,8,4.081632653,2.66,126,NY,NY,11,
2013,A,NY11,una,altU,T,2013alt1106U2,151.8,5.71,1.5,122.8571429,1122.7,7,3.398058252,3.64,190,NY,NY,11,
2013,A,NY11,una,altU,T,2013alt1107U1,83.6,3.75,1.4375,130,1155,7,3.333333333,2.52,122,NY,NY,11,
2013,A,NY11,una,altU,T,2013alt1107U2,119.2,3.64,1.125,92.85714286,1127,9,4.591836735,2.88,116,NY,NY,11,
2013,A,NY11,una,altU,T,2013alt1107U3,157.4,6.19,2,388.5714286,2209.8,18,7.086614173,3.92,88,NY,NY,11,
2013,R,NY12,a,rugG,T,2013rug1201G,41.5,1.64,6,70,982.8,9,7.142857143,2.9,6,NY,NY,12,
2013,R,NY12,una,rugU,T,2013rug1201U1,57.8,2.25,3.375,54.28571429,1324.8,4,2.898550725,4.125,9,NY,NY,12,
2013,R,NY12,una,rugU,T,2013rug1201U2,78,2.68,3.875,77.14285714,1443,11,7.432432432,5.12,11,NY,NY,12,
2013,R,NY12,a,rugG,T,2013rug1202G,61.5,3.17,5.625,82.85714286,451,4,4.87804878,3.325,4,NY,NY,12,
2013,R,NY12,una,rugU,T,2013rug1202U1,70.5,3.44,3.3125,42.85714286,769.6,10,9.615384615,2.5,24,NY,NY,12,
2013,R,NY12,una,rugU,T,2013rug1202U2,55.5,1.91,3.625,97.14285714,705.6,10,10.20408163,3.08,11,NY,NY,12,
2013,A,NY12,una,altU,T,2013alt1201U1,79.5,2.7,1.125,144.2857143,689,12,9.230769231,2.32,0,NY,NY,12,
2013,A,NY12,una,altU,T,2013alt1201U2,72.6,2.34,1.4375,252.8571429,881.1,8,4.04040404,5.76,55,NY,NY,12,
2013,A,NY12,una,altU,T,2013alt1201U3,83,2.15,1.125,127.1428571,862.5,11,7.971014493,2.62,0,NY,NY,12,
2013,A,NY12,una,altU,T,2013alt1202U1,72.6,2,1.5,77.14285714,922.2,9,5.172413793,2.68,1,NY,NY,12,
2013,A,NY12,una,altU,T,2013alt1202U2,105.3,2.4,1.75,148.5714286,1294.7,6,2.803738318,3.4,0,NY,NY,12,
2013,A,NY12,una,altU,T,2013alt1202U3,75.1,2.27,1.3125,95.71428571,994.4,6,3.409090909,2.32,19,NY,NY,12,
2013,R,NY13,a,rugG,T,2013rug1301G,107.9,3.77,6.125,74.28571429,986.9,10,7.042253521,6.22,16,NY,NY,13,
2013,R,NY13,una,rugU,T,2013rug1301U1,118.7,3.49,5.25,107.1428571,1552.5,10,6.666666667,7.26,19,NY,NY,13,
2013,R,NY13,una,rugU,T,2013rug1301U2,100.7,2.8,4.25,88.57142857,1361.6,11,7.432432432,8.38,20,NY,NY,13,
2013,R,NY13,a,rugG,T,2013rug1302G,98,4.29,6.9375,41.42857143,1076.4,5,3.623188406,4.58,10,NY,NY,13,
2013,R,NY13,una,rugU,T,2013rug1302U1,139.5,4.51,6.375,45.71428571,1671.7,10,6.849315068,8.86,9,NY,NY,13,
2013,R,NY13,una,rugU,T,2013rug1302U2,116.4,2.81,6.125,62.85714286,1626.8,10,6.024096386,7.18,12,NY,NY,13,
2013,R,NY13,a,rugG,T,2013rug1303G,114,3.1,4.25,82.85714286,1179.2,11,8.208955224,3.56,28,NY,NY,13,
2013,R,NY13,una,rugU,T,2013rug1303U1,114.5,2.92,5.5,60,1762.8,11,7.051282051,4.66,17,NY,NY,13,
2013,R,NY13,una,rugU,T,2013rug1303U2,100.1,2.56,5.125,85.71428571,1492.5,9,6,3.68,19,NY,NY,13,
2013,R,NY13,a,rugG,T,2013rug1304G,106.6,3.19,4.0625,112.8571429,1252.9,13,9.701492537,5.72,22,NY,NY,13,
2013,R,NY13,una,rugU,T,2013rug1304U1,98.6,2.69,5.9375,81.42857143,1412.9,13,9.154929577,3.94,14,NY,NY,13,
2013,R,NY13,una,rugU,T,2013rug1304U2,116.5,2.82,5,68.57142857,1354.2,11,7.432432432,5.66,23,NY,NY,13,
2013,R,NY13,a,rugG,T,2013rug1305G,121.5,4.53,3.25,75.71428571,2256,5,2.604166667,4.58,14,NY,NY,13,
2013,R,NY13,una,rugU,T,2013rug1305U1,89.4,3.09,5.5,50,701.1,3,2.631578947,3.333333333,25,NY,NY,13,
2013,R,NY13,una,rugU,T,2013rug1305U2,110.2,4.74,6.625,112.8571429,1925.1,10,7.246376812,8.98,17,NY,NY,13,
2013,R,NY13,a,rugG,T,2013rug1306G,105,3.06,4.625,122.8571429,2235.6,13,7.065217391,9.54,14,NY,NY,13,
2013,R,NY13,una,rugU,T,2013rug1306U1,90.7,3.02,3.875,127.1428571,1887.9,11,6.32183908,10.66,18,NY,NY,13,
2013,R,NY13,una,rugU,T,2013rug1306U2,111.5,3.33,3.5,94.28571429,1795.2,13,7.386363636,8.86,14,NY,NY,13,
2013,R,NY13,a,rugG,T,2013rug1307G,112.9,4.21,4.75,92.85714286,3460.6,18,7.438016529,4.44,10,NY,NY,13,
2013,R,NY13,una,rugU,T,2013rug1307U1,113.8,5.25,5.1875,65.71428571,857.6,4,3.125,1.65,2,NY,NY,13,
2013,R,NY13,una,rugU,T,2013rug1307U2,91.2,2.39,2.75,68.57142857,2190.2,7,3.723404255,4.78,9,NY,NY,13,
2013,R,NY13,a,rugG,T,2013rug1308G,97.5,2.52,5,118.5714286,1414.1,8,5.063291139,6.46,18,NY,NY,13,
2013,R,NY13,una,rugU,T,2013rug1308U1,118.1,2.71,6,65.71428571,2001,13,7.471264368,6.32,20,NY,NY,13,
2013,R,NY13,una,rugU,T,2013rug1308U2,90.9,2.86,3.6875,70,1337.6,9,5.921052632,5.34,20,NY,NY,13,
2013,R,NY13,a,rugG,T,2013rug1309G,101.9,3.04,4.5,42.85714286,1216.6,11,6.962025316,4.68,11,NY,NY,13,
2013,R,NY13,una,rugU,T,2013rug1309U1,111,3.8,5.875,42.85714286,1661.7,9,5.172413793,5.38,6,NY,NY,13,
2013,R,NY13,una,rugU,T,2013rug1309U2,106,3.06,6,67.14285714,1591,12,6.976744186,5.16,17,NY,NY,13,
2013,R,NY13,a,rugG,T,2013rug1310G,72.3,2.04,4.6875,110,864.3,11,8.208955224,9,30,NY,NY,13,
2013,R,NY13,una,rugU,T,2013rug1310U1,56,1.76,5.375,57.14285714,976.8,9,6.818181818,5.44,34,NY,NY,13,
2013,R,NY13,una,rugU,T,2013rug1310U2,70,2.52,5.375,101.4285714,881.6,6,5.172413793,7.84,19,NY,NY,13,
2013,R,NY14,a,rugG,T,2013rug1401G,101,2.55,4,34.28571429,2379,14,8.974358974,5.88,3,NY,NY,14,
2013,R,NY14,una,rugU,T,2013rug1401U1,65,2.08,4.5,81.42857143,983.4,8,6.060606061,3.06,17,NY,NY,14,
2013,R,NY14,una,rugU,T,2013rug1401U2,69.1,1.86,4.5,35.71428571,1842.6,12,7.228915663,3.96,3,NY,NY,14,
2013,R,NY14,a,rugG,T,2013rug1402G,72.3,2.1,3.875,31.42857143,1123.2,21,13.46153846,6.86,18,NY,NY,14,
2013,R,NY14,una,rugU,T,2013rug1402U1,123.4,3.28,2.25,105.7142857,2202.2,13,7.142857143,10.82,8,NY,NY,14,
2013,R,NY14,una,rugU,T,2013rug1402U2,56.7,2.03,4.25,47.14285714,1135.6,14,10.29411765,6.34,23,NY,NY,14,
2013,R,NY14,a,rugG,T,2013rug1403G,127.3,3.73,3.125,118.5714286,1709.8,16,9.638554217,6.52,18,NY,NY,14,
2013,R,NY14,una,rugU,T,2013rug1403U1,117.1,3.05,5.25,80,1786.4,17,9.659090909,5.68,20,NY,NY,14,
2013,R,NY14,una,rugU,T,2013rug1403U2,121.6,3.27,3.875,111.4285714,1485.7,18,10.84337349,4.3,15,NY,NY,14,
2013,A,NY14,a,altG,T,2013alt1401G,100,5.01,1.875,84.28571429,1462.8,8,3.773584906,2.62,83,NY,NY,14,
2013,A,NY14,una,altU,T,2013alt1401U1,119.7,3.97,2.125,164.2857143,1131.2,8,3.96039604,3.52,40,NY,NY,14,
2013,A,NY14,una,altU,T,2013alt1401U2,100.2,2.77,1.125,154.2857143,554.4,5,3.968253968,2.14,17,NY,NY,14,
2013,A,NY14,a,altG,T,2013alt1402G,124.4,5.1,2.5,120,996,5,3.012048193,2.82,181,NY,NY,14,
2013,A,NY14,una,,F,2013alt1402U1,129.4,,,,,,,,,NY,NY,14,
2013,A,NY14,una,altU,T,2013alt1402U2,129.8,5.44,1.9375,147.1428571,1117.6,12,6.818181818,3.62,174,NY,NY,14,
